id,package,repo_url,sfp_id,modified,published,vul_version,summary,details,severity,references
GHSA-h7qh-3h6f-w79p,multihash,https://github.com/multiformats/rust-multihash,"['Resource Management', 'Tainted Input']",2021-08-19 20:51:29+00:00,2021-08-25T20:49:41Z,"[('0', '0.11.3'), ('0.0.0-0', '0.11.3')]","Unexpected panic in multihash `from_slice` parsing code
Unexpected panic in multihash
","In versions prior 0.11.3 it's possible to make `from_slice` panic by feeding it certain malformed input.
It's never documented that `from_slice` (and `from_bytes` which wraps it) can panic, and its' return type (`Result<Self, DecodeError>`) suggests otherwise.

In practice, `from_slice`/`from_bytes` is frequently used in networking code (for example [in rust-libp2p](https://github.com/libp2p/rust-libp2p/blob/7b415d5e7040e45c541f76f2c409e63d4d3249c6/core/src/peer_id.rs#L89)) and is being called with unsanitized data from untrusted sources.
This can allow attackers to cause DoS by causing an unexpected `panic` in the network client's code.
An issue was discovered in the multihash crate before 0.11.3 for Rust. The from_slice parsing code can panic via unsanitized data from a network server.
",High,"['https://crates.io/crates/multihash', 'https://github.com/multiformats/rust-multihash', 'https://github.com/multiformats/rust-multihash/pull/72', 'https://rustsec.org/advisories/RUSTSEC-2020-0068.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35909']"
GHSA-jf43-3v8j-qwwr,multiqueue,https://github.com/schets/multiqueue,"['Synchronization', 'Memory Management', 'Tainted Input']",2021-08-09 17:20:06+00:00,2021-08-25T20:59:56Z,"[('0.0.0-0', None), ('0', None)]","Queues allow non-Send types to be sent to other threads, allowing data races
Data races in multiqueue
Data races in multiqueue
","Affected versions of this crate unconditionally implemented `Send` for types used in queue implementations (`InnerSend<RW, T>`, `InnerRecv<RW, T>`, `FutInnerSend<RW, T>`, `FutInnerRecv<RW, T>`).

This allows users to send non-Send types to other threads, which can lead to data race bugs or other undefined behavior.
An issue was discovered in the multiqueue crate through 2020-12-25 for Rust. There are unconditional implementations of Send for InnerSend<RW, T>, InnerRecv<RW, T>, FutInnerSend<RW, T>, and FutInnerRecv<RW, T>.
Affected versions of multiqueue unconditionally implemented `Send` for types used in queue implementations (`InnerSend<RW, T>`, `InnerRecv<RW, T>`, `FutInnerSend<RW, T>`, `FutInnerRecv<RW, T>`).

This allows users to send non-Send types to other threads, which can lead to data race bugs or other undefined behavior.

",High,"['https://github.com/schets/multiqueue', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/multiqueue/RUSTSEC-2020-0143.md', 'https://crates.io/crates/multiqueue', 'https://rustsec.org/advisories/RUSTSEC-2020-0143.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36463', 'https://github.com/schets/multiqueue/issues/31']"
RUSTSEC-2020-0106,multiqueue2,https://github.com/abbychau/multiqueue2,"['Synchronization', 'Memory Management']",2021-10-19 22:14:35+00:00,2020-12-19T12:00:00Z,"[('0.0.0-0', '0.1.7'), ('0', '0.1.7')]","Data races in multiqueue2
Queues allow non-Send types to be sent to other threads, allowing data races
","An issue was discovered in the multiqueue2 crate before 0.1.7 for Rust. Because a non-Send type can be sent to a different thread, a data race can occur.
Affected versions of this crate unconditionally implemented `Send` for types used in queue implementations (`InnerSend<RW, T>`, `InnerRecv<RW, T>`, `FutInnerSend<RW, T>`, `FutInnerRecv<RW, T>`).

This allows users to send non-Send types to other threads, which can lead to data race bugs or other undefined behavior.

The flaw was corrected in v0.1.7 by adding `T: Send` bound to to the `Send` impl of four data types explained above.
",Medium,"['https://github.com/abbychau/multiqueue2/issues/10', 'https://crates.io/crates/multiqueue2', 'https://github.com/abbychau/multiqueue2', 'https://rustsec.org/advisories/RUSTSEC-2020-0106.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36214']"
GHSA-3w8g-xr3f-2mp8,nalgebra,https://github.com/dimforge/nalgebra,"['Memory Access', 'Memory Management']",2021-08-24 18:08:59+00:00,2021-08-25T20:55:49Z,"[('0.11.0', '0.27.1')]","VecStorage Deserialize Allows Violation of Length Invariant
Out of bounds write in nalgebra
","The `Deserialize` implementation for `VecStorage` did not maintain the invariant that the number of elements must equal `nrows * ncols`. Deserialization of specially crafted inputs could allow memory access beyond allocation of the vector.

This flaw was introduced in v0.11.0 ([`086e6e`](https://github.com/dimforge/nalgebra/commit/086e6e719f53fecba6dadad2e953a487976387f5)) due to the addition of an automatically derived implementation of `Deserialize` for `MatrixVec`. `MatrixVec` was later renamed to `VecStorage` in v0.16.13 ([`0f66403`](https://github.com/dimforge/nalgebra/commit/0f66403cbbe9eeac15cedd8a906c0d6a3d8841f2)) and continued to use the automatically derived implementation of `Deserialize`.

This flaw was corrected in commit [`5bff536`](https://github.com/dimforge/nalgebra/commit/5bff5368bf38ddfa31416e4ae9897b163031a513) by returning an error during deserialization if the number of elements does not exactly match the expected size.
The `Deserialize` implementation for `VecStorage` did not maintain the invariant that the number of elements must equal `nrows * ncols`. Deserialization of specially crafted inputs could allow memory access beyond allocation of the vector.

This flaw was introduced in v0.11.0 ([`086e6e`](https://github.com/dimforge/nalgebra/commit/086e6e719f53fecba6dadad2e953a487976387f5)) due to the addition of an automatically derived implementation of `Deserialize` for `MatrixVec`. `MatrixVec` was later renamed to `VecStorage` in v0.16.13 ([`0f66403`](https://github.com/dimforge/nalgebra/commit/0f66403cbbe9eeac15cedd8a906c0d6a3d8841f2)) and continued to use the automatically derived implementation of `Deserialize`.
",nan,"['https://rustsec.org/advisories/RUSTSEC-2021-0070.html', 'https://nvd.nist.gov/vuln/detail/CVE-2021-38190', 'https://github.com/dimforge/nalgebra/issues/883', 'https://github.com/dimforge/nalgebra/pull/889', 'https://github.com/dimforge/nalgebra/commit/a803271fcce75b7c151e92aa099dfa546db4adc5', 'https://crates.io/crates/nalgebra', 'https://github.com/dimforge/nalgebra/blob/dev/CHANGELOG.md#0270', 'https://github.com/dimforge/nalgebra']"
GHSA-wp34-mqw5-jj85,nano_arena,https://github.com/bennetthardwick/nano-arena,"['Memory Access', 'Memory Management']",2021-08-19 17:23:52+00:00,2021-08-25T20:52:00Z,"[('0.0.0-0', '0.5.2'), ('0', '0.5.2')]","split_at allows obtaining multiple mutable references to the same data
Use after free in nano_arena
","Affected versions of this crate assumed that `Borrow<Idx>` was guaranteed to
return the same value on `.borrow()`. The borrowed index value was used to
retrieve a mutable reference to a value.

If the `Borrow<Idx>` implementation returned a different index, the split arena
would allow retrieving the index as a mutable reference creating two mutable
references to the same element. This violates Rust's aliasing rules and allows
for memory safety issues such as writing out of bounds and use-after-frees.

The flaw was corrected in commit `6b83f9d` by storing the `.borrow()` value in
a temporary variable.
An issue was discovered in the nano_arena crate before 0.5.2 for Rust. There is an aliasing violation in split_at because two mutable references can exist for the same element, if Borrow<Idx> behaves in certain ways. This can have a resultant out-of-bounds write or use-after-free.
",Critical,"['https://github.com/bennetthardwick/nano-arena', 'https://nvd.nist.gov/vuln/detail/CVE-2021-28032', 'https://github.com/bennetthardwick/nano-arena/issues/1', 'https://crates.io/crates/nano_arena', 'https://rustsec.org/advisories/RUSTSEC-2021-0031.html']"
GHSA-r57r-j98g-587f,nanorand,https://github.com/Absolucy/nanorand-rs,[],2022-01-07 18:29:44+00:00,2022-01-06T22:08:56Z,"[('0', '0.6.1'), ('0.5.0', '0.6.1')]","Aliased mutable references from `tls_rand` & `TlsWyRand`
Pointer dereference in nanorand
","`TlsWyRand`'s implementation of `Deref` unconditionally dereferences a raw pointer, and returns 
multiple mutable references to the same object, which is undefined behavior.
An issue was discovered in the nanorand crate before 0.6.1 for Rust. There can be multiple mutable references to the same object because the TlsWyRand Deref implementation dereferences a raw pointer.
",nan,"['https://github.com/Absolucy/nanorand-rs', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/nanorand/RUSTSEC-2021-0114.md', 'https://crates.io/crates/nanorand', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45705', 'https://github.com/Absolucy/nanorand-rs/issues/28', 'https://rustsec.org/advisories/RUSTSEC-2021-0114.html']"
GHSA-m9m5-cg5h-r582,nanorand,https://github.com/Absolucy/nanorand-rs,"['Cryptography', 'Predictability']",2021-08-19 18:55:41+00:00,2021-08-25T20:50:24Z,"[('0.0.0-0', '0.5.1'), ('0', '0.5.1')]","nanorand 0.5.0 - RNGs failed to generate properly for non-64-bit numbers
Improper random number generation in nanorand
","In versions of `nanorand` prior to 0.5.1, `RandomGen` implementations for standard unsigned integers could
fail to properly generate numbers, due to using bit-shifting to truncate a 64-bit number, rather than just
an `as` conversion.

This often manifested as RNGs returning nothing but 0, including the cryptographically secure `ChaCha` random
number generator..
An issue was discovered in the nanorand crate before 0.5.1 for Rust. It caused any random number generator (even ChaCha) to return all zeroes because integer truncation was mishandled.
",Medium,"['https://github.com/Absolucy/nanorand-rs', 'https://github.com/Absolucy/nanorand-rs/commit/5ba218ac29df4786b002d7d12b47fa0c04a331f2', 'https://twitter.com/aspenluxxxy/status/1336684692284772352', 'https://crates.io/crates/nanorand', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35926', 'https://rustsec.org/advisories/RUSTSEC-2020-0089.html']"
GHSA-rm4w-6696-r77p,nb-connect,https://github.com/smol-rs/nb-connect,['Memory Access'],2021-08-19 17:34:37+00:00,2021-08-25T20:52:14Z,"[('0.0.0-0', '1.0.3'), ('0', '1.0.3')]","`nb-connect` invalidly assumes the memory layout of std::net::SocketAddr
nb-connect invalidly assumes the memory layout of std::net::SocketAddr
","The [`nb-connect`](https://crates.io/crates/nb-connect) crate has assumed `std::net::SocketAddrV4`
and `std::net::SocketAddrV6` have the same memory layout as the system C representation
`sockaddr`. It has simply casted the pointers to convert the socket addresses to the
system representation. The standard library does not say anything about the memory
layout, and this will cause invalid memory access if the standard library
changes the implementation. No warnings or errors will be emitted once the
change happens.
An issue was discovered in the nb-connect crate before 1.0.3 for Rust. It may have invalid memory access for certain versions of the standard library because it relies on a direct cast of std::net::SocketAddrV4 and std::net::SocketAddrV6 data structures.
",Critical,"['https://crates.io/crates/nb-connect', 'https://rustsec.org/advisories/RUSTSEC-2021-0021.html', 'https://github.com/smol-rs/nb-connect', 'https://nvd.nist.gov/vuln/detail/CVE-2021-27376', 'https://github.com/smol-rs/nb-connect/issues/1']"
GHSA-32v7-ghpr-c8hg,ncurses,https://github.com/jeaye/ncurses-rs,"['Memory Access', 'Tainted Input']",2021-08-18 17:45:13+00:00,2021-08-25T20:58:47Z,"[('0.0.0-0', None), ('0', None)]","Buffer overflow and format vulnerabilities in functions exposed without unsafe
Buffer overflow and format vulnerabilities in ncurses
Mishandling of format strings in ncurses
","`ncurses` exposes functions from the ncurses library which:

- Pass buffers without length to C functions that may write an arbitrary amount of
  data, leading to a buffer overflow. (`instr`, `mvwinstr`, etc)
- Passes rust &str to strings expecting C format arguments, allowing hostile
  input to execute a format string attack, which trivially allows writing
  arbitrary data to stack memory (functions in the `printw` family).
An issue was discovered in the ncurses crate for Rust. There are instr and mvwinstr buffer overflows because interaction with C functions is mishandled.
An issue was discovered in the ncurses crate for Rust. There are format string issues in printw functions because C format arguments are mishandled.
",nan,"['https://nvd.nist.gov/vuln/detail/CVE-2019-15547', 'https://github.com/jeaye/ncurses-rs', 'https://nvd.nist.gov/vuln/detail/CVE-2019-15548', 'https://crates.io/crates/ncurses', 'https://github.com/jeaye/ncurses-rs/issues/172', 'https://rustsec.org/advisories/RUSTSEC-2019-0006.html', 'https://github.com/RustSec/advisory-db/issues/106']"
RUSTSEC-2020-0078,net2,https://github.com/deprecrated/net2-rs,[],2021-10-19 22:14:35+00:00,2020-11-07T12:00:00Z,"[('0.0.0-0', '0.2.36')]","`net2` invalidly assumes the memory layout of std::net::SocketAddr
","The [`net2`](https://crates.io/crates/net2) crate has assumed `std::net::SocketAddrV4`
and `std::net::SocketAddrV6` have the same memory layout as the system C representation
`sockaddr`. It has simply casted the pointers to convert the socket addresses to the
system representation. The standard library does not say anything about the memory
layout, and this will cause invalid memory access if the standard library
changes the implementation. No warnings or errors will be emitted once the
change happens.
",Medium,"['https://rustsec.org/advisories/RUSTSEC-2020-0078.html', 'https://github.com/deprecrated/net2-rs/issues/105', 'https://crates.io/crates/net2']"
RUSTSEC-2020-0016,net2,https://github.com/deprecrated/net2-rs,[],2020-10-02 01:29:11+00:00,2020-05-01T12:00:00Z,"[('0.0.0-0', None)]","`net2` crate has been deprecated; use `socket2` instead
","The [`net2`](https://crates.io/crates/net2) crate has been deprecated
and users are encouraged to considered [`socket2`](https://crates.io/crates/socket2) instead.
",nan,"['https://github.com/deprecrated/net2-rs/commit/3350e3819adf151709047e93f25583a5df681091', 'https://rustsec.org/advisories/RUSTSEC-2020-0016.html', 'https://crates.io/crates/net2']"
GHSA-76w9-p8mg-j927,nix,https://github.com/nix-rust/nix,"['Memory Access', 'Memory Management']",2022-01-07 18:28:40+00:00,2022-01-06T22:07:14Z,"[('0.21.0', '0.21.2'), ('0.22.0', '0.22.2'), ('0.16.0', '0.20.2'), ('0', '0.20.2')]","Out-of-bounds write in nix::unistd::getgrouplist
Out-of-bounds Write in nix
","On certain platforms, if a user has more than 16 groups, the
`nix::unistd::getgrouplist` function will call the libc `getgrouplist`
function with a length parameter greater than the size of the buffer it
provides, resulting in an out-of-bounds write and memory corruption.

The libc `getgrouplist` function takes an in/out parameter `ngroups`
specifying the size of the group buffer. When the buffer is too small to
hold all of the reqested user's group memberships, some libc
implementations, including glibc and Solaris libc, will modify `ngroups`
to indicate the actual number of groups for the user, in addition to
returning an error. The version of `nix::unistd::getgrouplist` in nix
0.16.0 and up will resize the buffer to twice its size, but will not
read or modify the `ngroups` variable. Thus, if the user has more than
twice as many groups as the initial buffer size of 8, the next call to
`getgrouplist` will then write past the end of the buffer.

The issue would require editing /etc/groups to exploit, which is usually
only editable by the root user.
An issue was discovered in the nix crate before 0.20.2, 0.21.x before 0.21.2, and 0.22.x before 0.22.2 for Rust. unistd::getgrouplist has an out-of-bounds write if a user is in more than 16 /etc/groups groups.
",nan,"['https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/nix/RUSTSEC-2021-0119.md', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45707', 'https://rustsec.org/advisories/RUSTSEC-2021-0119.html', 'https://github.com/nix-rust/nix/issues/1541', 'https://github.com/nix-rust/nix', 'https://crates.io/crates/nix']"
GHSA-wxjf-9f4g-3v44,noise_search,https://github.com/pipedown/noise.git,"['Synchronization', 'Memory Management', 'Tainted Input']",2021-08-24 18:02:25+00:00,2021-08-25T20:56:05Z,"[('0.0.0-0', None), ('0', None)]","MvccRwLock allows data races & aliasing violations
Data races in noise_search
","Affected versions of this crate unconditionally implement Send/Sync for `MvccRwLock`.
This can lead to data races when types that are either `!Send` or `!Sync` (e.g. `Rc<T>`, `Arc<Cell<_>>`) are contained inside `MvccRwLock` and sent across thread boundaries. The data races can potentially lead to memory corruption (as demonstrated in the PoC from the original report issue).

Also, safe APIs of `MvccRwLock` allow aliasing violations by allowing `&T` and `LockResult<MutexGuard<Box<T>>>` to co-exist in conflicting lifetime regions. The APIs of `MvccRwLock` should either be marked as `unsafe` or `MbccRwLock` should be changed to private or pub(crate).
Affected versions of the `noise_search` crate unconditionally implement Send/Sync for `MvccRwLock`.
This can lead to data races when types that are either `!Send` or `!Sync` (e.g. `Rc<T>`, `Arc<Cell<_>>`) are contained inside `MvccRwLock` and sent across thread boundaries. The data races can potentially lead to memory corruption (as demonstrated in the PoC from the original report issue).

Also, safe APIs of `MvccRwLock` allow aliasing violations by allowing `&T` and `LockResult<MutexGuard<Box<T>>>` to co-exist in conflicting lifetime regions. The APIs of `MvccRwLock` should either be marked as `unsafe` or `MbccRwLock` should be changed to private or pub(crate).

",High,"['https://crates.io/crates/noise_search', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36461', 'https://rustsec.org/advisories/RUSTSEC-2020-0141.html', 'https://github.com/pipedown/noise/issues/72', 'https://github.com/pipedown/noise']"
GHSA-v935-pqmr-g8v9,num-bigint,https://github.com/rust-num/num-bigint,"['Memory Access', 'Tainted Input']",2021-11-03 15:02:32+00:00,2021-11-03T17:36:04Z,"[('0.4.1', '0.4.3')]","Unexpected panics in num-bigint
","### Impact

Two scenarios were reported where `BigInt` and `BigUint` multiplication may unexpectedly panic.

- The internal `mac3` function did not expect the possibility of non-empty all-zero inputs, leading to an `unwrap()` panic.
- A buffer was allocated with less capacity than needed for an intermediate result, leading to an assertion panic.

Rust panics can either cause stack unwinding or program abort, depending on the application configuration. In some settings, an unexpected panic may constitute a denial-of-service vulnerability.

### Patches
Both problems were introduced in version 0.4.1, and are fixed in version 0.4.3.

### For more information
If you have any questions or comments about this advisory, please open an issue in the [num-bigint](https://github.com/rust-num/num-bigint) repo.

### Acknowledgements
Thanks to Guido Vranken and Arvid Norberg for privately reporting these issues to the author.

### References
* [GHSA-v935-pqmr-g8v9](https://github.com/rust-num/num-bigint/security/advisories/GHSA-v935-pqmr-g8v9)
* [num-bigint#228](https://github.com/rust-num/num-bigint/pull/228)

",nan,"['https://github.com/rust-num/num-bigint/pull/228', 'https://github.com/rust-num/num-bigint/security/advisories/GHSA-v935-pqmr-g8v9', 'https://github.com/rust-num/num-bigint']"
RUSTSEC-2020-0040,obstack,https://github.com/petertodd/rust-obstack/,['Path Resolution'],2021-10-19 22:14:35+00:00,2020-09-03T12:00:00Z,"[('0', '0.1.4'), ('0.0.0-0', '0.1.4')]","Unaligned references in Obstack
Obstack generates unaligned references
","An issue was discovered in the obstack crate before 0.1.4 for Rust. Unaligned references can occur.
Obstack generates unaligned references for types that require a large alignment.
",High,"['https://github.com/petertodd/rust-obstack/issues/4', 'https://github.com/petertodd/rust-obstack', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35894', 'https://rustsec.org/advisories/RUSTSEC-2020-0040.html', 'https://crates.io/crates/obstack']"
RUSTSEC-2019-0017,once_cell,https://github.com/matklad/once_cell,['Tainted Input'],2021-10-19 22:14:35+00:00,2019-09-01T12:00:00Z,"[('0.2.5', '1.0.1'), ('0', '1.0.1')]","Improper Input Validation in once_cell
Panic during initialization of Lazy<T> might trigger undefined behavior
","An issue was discovered in the once_cell crate before 1.0.1 for Rust. There is a panic during initialization of Lazy.
If during the first dereference of Lazy<T> the initialization function panics,
subsequent dereferences will execute `std::hints::unreachable_unchecked`.

Applications with `panic = ""abort""` are not affected, as there will be no
subsequent dereferences.
",High,"['https://nvd.nist.gov/vuln/detail/CVE-2019-16141', 'https://github.com/matklad/once_cell/issues/46', 'https://rustsec.org/advisories/RUSTSEC-2019-0017.html', 'https://github.com/matklad/once_cell', 'https://crates.io/crates/once_cell']"
RUSTSEC-2016-0001,openssl,https://github.com/sfackler/rust-openssl,['Authentication'],2021-10-19 22:14:35+00:00,2016-11-05T12:00:00Z,"[('0.0.0-0', '0.9.0'), ('0', '0.9.0')]","Improper Certificate Validation in openssl
SSL/TLS MitM vulnerability due to insecure defaults
","An issue was discovered in the openssl crate before 0.9.0 for Rust. There is an SSL/TLS man-in-the-middle vulnerability because certificate verification is off by default and there is no API for hostname verification.
All versions of rust-openssl prior to 0.9.0 contained numerous insecure defaults
including off-by-default certificate verification and no API to perform hostname
verification.

Unless configured correctly by a developer, these defaults could allow an attacker
to perform man-in-the-middle attacks.

The problem was addressed in newer versions by enabling certificate verification
by default and exposing APIs to perform hostname verification. Use the
`SslConnector` and `SslAcceptor` types to take advantage of these new features
(as opposed to the lower-level `SslContext` type).
",High,"['https://crates.io/crates/openssl', 'https://nvd.nist.gov/vuln/detail/CVE-2016-10931', 'https://rustsec.org/advisories/RUSTSEC-2016-0001.html', 'https://github.com/sfackler/rust-openssl', 'https://github.com/sfackler/rust-openssl/releases/tag/v0.9.0']"
GHSA-xjxc-vfw2-cg96,openssl,https://github.com/sfackler/rust-openssl,['Memory Access'],2021-08-19 21:24:24+00:00,2021-08-25T20:43:45Z,"[('0', '0.10.9'), ('0.10.8', '0.10.9')]","Use after free in CMS Signing
Use after free in openssl
","Affected versions of the OpenSSL crate used structures after they'd been freed.
An issue was discovered in the openssl crate before 0.10.9 for Rust. A use-after-free occurs in CMS Signing.
",Critical,"['https://rustsec.org/advisories/RUSTSEC-2018-0010.html', 'https://crates.io/crates/openssl', 'https://nvd.nist.gov/vuln/detail/CVE-2018-20997', 'https://github.com/sfackler/rust-openssl', 'https://github.com/sfackler/rust-openssl/pull/942']"
GHSA-qgm6-9472-pwq7,openssl-src,https://github.com/alexcrichton/openssl-src-rs,"['Risky Values', 'Resource Management']",2022-02-08 21:34:31+00:00,2021-08-25T20:52:19Z,"[('0', '111.14'), ('0.0.0-0', '111.14.0')]","Integer overflow in CipherUpdate
Integer Overflow in openssl-src
","Calls to `EVP_CipherUpdate`, `EVP_EncryptUpdate` and `EVP_DecryptUpdate` may overflow
the output length argument in some cases where the input length is close to the
maximum permissable length for an integer on the platform. In such cases the
return value from the function call will be 1 (indicating success), but the
output length value will be negative. This could cause applications to behave
incorrectly or crash.
Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).
",High,"['https://security.netapp.com/advisory/ntap-20210219-0009/', 'https://www.tenable.com/security/tns-2021-03', 'https://www.debian.org/security/2021/dsa-4855', 'https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=9b1129239f3ebb1d1c98ce9ed41d5c9476c47cb2', 'https://www.tenable.com/security/tns-2021-10', 'https://cert-portal.siemens.com/productcert/pdf/ssa-389290.pdf', 'https://www.oracle.com/security-alerts/cpuApr2021.html', 'https://www.oracle.com/security-alerts/cpuapr2022.html', 'https://rustsec.org/advisories/RUSTSEC-2021-0057.html', 'https://nvd.nist.gov/vuln/detail/CVE-2021-23840', 'https://www.tenable.com/security/tns-2021-09', 'https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=6a51b9e1d0cf0bf8515f7201b68fb0a3482b3dc1', 'https://kb.pulsesecure.net/articles/Pulse_Security_Advisories/SA44846', 'https://lists.apache.org/thread.html/rf4c02775860db415b4955778a131c2795223f61cb8c6a450893651e4@%3Cissues.bookkeeper.apache.org%3E', 'https://www.oracle.com/security-alerts/cpujan2022.html', 'https://kc.mcafee.com/corporate/index?page=content&id=SB10366', 'https://www.openssl.org/news/secadv/20210216.txt', 'https://security.gentoo.org/glsa/202103-03', 'https://lists.apache.org/thread.html/r58af02e294bd07f487e2c64ffc0a29b837db5600e33b6e698b9d696b@%3Cissues.bookkeeper.apache.org%3E', 'https://github.com/alexcrichton/openssl-src-rs', 'https://www.oracle.com/security-alerts/cpuoct2021.html', 'https://crates.io/crates/openssl-src', 'https://www.oracle.com//security-alerts/cpujul2021.html']"
RUSTSEC-2022-0027,openssl-src,https://github.com/alexcrichton/openssl-src-rs,['Cryptography'],2022-05-19 17:41:25+00:00,2022-05-03T12:00:00Z,"[('300.0.0', '300.0.6')]","`OCSP_basic_verify` may incorrectly verify the response signing certificate
","The function `OCSP_basic_verify` verifies the signer certificate on an OCSP
response. In the case where the (non-default) flag OCSP_NOCHECKS is used then
the response will be positive (meaning a successful verification) even in the
case where the response signing certificate fails to verify.

It is anticipated that most users of `OCSP_basic_verify` will not use the
OCSP_NOCHECKS flag. In this case the `OCSP_basic_verify` function will return
a negative value (indicating a fatal error) in the case of a certificate
verification failure. The normal expected return value in this case would be 0.
",Medium,"['https://crates.io/crates/openssl-src', 'https://rustsec.org/advisories/RUSTSEC-2022-0027.html', 'https://www.openssl.org/news/secadv/20220503.txt']"
RUSTSEC-2020-0015,openssl-src,https://github.com/alexcrichton/openssl-src-rs,"['Memory Access', 'Resource Management']",2021-10-19 22:14:35+00:00,2020-04-25T12:00:00Z,"[('111.6.0', '111.9.0'), ('0', '111.9')]","Null pointer deference in openssl-src 
Crash causing Denial of Service attack
","Server or client applications that call the SSL_check_chain() function during or after a TLS 1.3 handshake may crash due to a NULL pointer dereference as a result of incorrect handling of the ""signature_algorithms_cert"" TLS extension. The crash occurs if an invalid or unrecognised signature algorithm is received from the peer. This could be exploited by a malicious peer in a Denial of Service attack. OpenSSL version 1.1.1d, 1.1.1e, and 1.1.1f are affected by this issue. This issue did not affect OpenSSL versions prior to 1.1.1d. Fixed in OpenSSL 1.1.1g (Affected 1.1.1d-1.1.1f).
Server or client applications that call the SSL_check_chain() function during or after a TLS 1.3 
handshake may crash due to a NULL pointer dereference as a result of incorrect handling of the 
""signature_algorithms_cert"" TLS extension. The crash occurs if an invalid or unrecognised signature 
algorithm is received from the peer. This could be exploited by a malicious peer in a Denial of 
Service attack.
",High,"['https://lists.apache.org/thread.html/r94d6ac3f010a38fccf4f432b12180a13fa1cf303559bd805648c9064@%3Cdev.tomcat.apache.org%3E', 'https://github.com/irsl/CVE-2020-1967', 'https://www.debian.org/security/2020/dsa-4661', 'https://www.tenable.com/security/tns-2020-04', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XVEP3LAK4JSPRXFO4QF4GG2IVXADV3SO/', 'https://www.oracle.com/security-alerts/cpuoct2020.html', 'https://www.tenable.com/security/tns-2021-10', 'https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=eb563247aef3e83dda7679c43f9649270462e5b1', 'https://nvd.nist.gov/vuln/detail/CVE-2020-1967', 'https://www.oracle.com/security-alerts/cpujul2020.html', 'https://kb.pulsesecure.net/articles/Pulse_Security_Advisories/SA44440', 'https://www.oracle.com/security-alerts/cpuApr2021.html', 'https://www.synology.com/security/advisory/Synology_SA_20_05', 'https://lists.apache.org/thread.html/r9a41e304992ce6aec6585a87842b4f2e692604f5c892c37e3b0587ee@%3Cdev.tomcat.apache.org%3E', 'http://seclists.org/fulldisclosure/2020/May/5', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EXDDAOWSAIEFQNBHWYE6PPYFV4QXGMCD/', 'https://www.tenable.com/security/tns-2020-03', 'https://security.gentoo.org/glsa/202004-10', 'https://www.oracle.com/security-alerts/cpujan2021.html', 'http://packetstormsecurity.com/files/157527/OpenSSL-signature_algorithms_cert-Denial-Of-Service.html', 'https://lists.apache.org/thread.html/r66ea9c436da150683432db5fbc8beb8ae01886c6459ac30c2cea7345@%3Cdev.tomcat.apache.org%3E', 'https://security.netapp.com/advisory/ntap-20200717-0004/', 'https://rustsec.org/advisories/RUSTSEC-2020-0015.html', 'https://www.oracle.com/security-alerts/cpuoct2021.html', 'https://www.tenable.com/security/tns-2020-11', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DDHOAATPWJCXRNFMJ2SASDBBNU5RJONY/', 'https://crates.io/crates/openssl-src', 'http://lists.opensuse.org/opensuse-security-announce/2020-07/msg00011.html', 'https://security.FreeBSD.org/advisories/FreeBSD-SA-20:11.openssl.asc', 'https://security.netapp.com/advisory/ntap-20200424-0003/', 'https://www.synology.com/security/advisory/Synology_SA_20_05_OpenSSL', 'http://www.openwall.com/lists/oss-security/2020/04/22/2', 'http://lists.opensuse.org/opensuse-security-announce/2020-07/msg00004.html', 'https://www.oracle.com//security-alerts/cpujul2021.html', 'https://www.openssl.org/news/secadv/20200421.txt']"
